model,rmse_v,mean_abs_error_v,max_abs_error_v,mean_rel_error_pct,std_error_mv
NBM,0.07176203307875914,0.04960514559626796,0.7194679959501107,1.3998552150565524,71.76082058422281
Main,0.01764005589714257,0.009158869365991855,0.29569204312082586,0.26279738890734156,17.64002597685908
