param,value,std_err,rel_std_pct
E0,3.501800,6.5584e+01,1872.858
K,0.017900,2.9140e-03,16.280
A,0.811400,9.0972e-02,11.212
B,1.002700,3.0247e-01,30.166
R0,0.300000,1.6399e+02,54663.098

hessian_condition_number,2.3900e+10
mse_at_optimum_V2,3.1190e-04
eig_0,1.0426e-09
eig_1,2.9019e-03
eig_2,1.5837e-02
eig_3,8.4508e-02
eig_4,2.4918e+01
